,game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,action_team,home_score,away_score,score_diff,play_length,scoring_play,foul,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,total_line,referees,arena_location,arena,attendance,shot_team,shot_outcome,shooter,three_pt,free_throw,possession_before,possession_after,is_5min_clutch,is_2min_clutch,is_final_shot,shooting_success_rate,5min_clutch_success_rate,2min_clutch_success_rate,final_shot_success_rate,fouls_drawn,three_point_ratio,recent_performance,win_prob_gap,high_pressure,possession_change,possession_length,scoring_streak,home_team_advantage,timeout_pressure,time_remaining,successful_shot
0,401604158,1/30/24,Boston College,Syracuse,4,1,18:45,2325,2325,Judah Mintz missed Jumper.,away,2,0,2,27,False,False,0.710820406,0.54563548,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,Judah Mintz,False,False,Syracuse,Boston College,False,False,False,0.5458454200308799,0.10201501698401534,-0.24222413041351565,0.5990583036709123,0.0,0.0,-1.888395729111574,0.5916413163584839,0,1,-1.7399676654737568,-1.1070475965171003,1,0,1.6808482668021925,0
1,401604158,1/30/24,Boston College,Syracuse,8,1,18:01,2281,2281,Judah Mintz missed Three Point Jumper.,away,2,0,2,25,False,False,0.710901885,0.546611215,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,Judah Mintz,True,False,Syracuse,Boston College,False,False,False,0.5458454200308799,0.10201501698401534,-0.24222413041351565,0.5990583036709123,0.0,0.0,-1.888395729111574,0.58242370423455,0,1,-1.7313754275703486,-1.1070475965171003,1,0,1.618243772186673,0
2,401604158,1/30/24,Boston College,Syracuse,13,1,17:27,2247,2247,Chris Bell missed Three Point Jumper.,away,2,0,2,7,False,False,0.710948353,0.547377673,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,Chris Bell,True,False,Syracuse,Boston College,False,False,False,-0.8853817304498011,-1.0788023538684417,0.17560964753369257,-1.3729712762889479,0.0,0.0,-1.888395729111574,0.5750023522356708,0,1,-1.7289696009573943,-1.1070475965171003,1,0,1.5698675718019532,0
3,401604158,1/30/24,Boston College,Syracuse,19,1,17:08,2228,2228,Judah Mintz missed Layup.,away,2,0,2,3,False,False,0.710966946,0.547809871,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,Judah Mintz,False,False,Syracuse,Syracuse,False,False,False,0.5458454200308799,0.10201501698401534,-0.24222413041351565,0.5990583036709123,0.0,0.0,-1.888395729111574,0.5707390870604632,0,0,-1.7279385324089853,-1.1070475965171003,1,0,1.5428338127634336,0
4,401604158,1/30/24,Boston College,Syracuse,21,1,17:01,2221,2221,Maliq Brown missed Dunk.,away,2,0,2,0,False,False,0.710972339,0.547969709,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,Maliq Brown,False,False,Syracuse,Boston College,False,False,False,1.6761165920554562,1.4374093744423178,0.7616622191999068,0.1060509086809473,0.0,0.0,0.49313201218970093,0.5691471334090699,0,1,-1.7279385324089853,-1.1070475965171003,1,0,1.5328740068018736,0
5,401604158,1/30/24,Boston College,Syracuse,25,1,16:43,2203,2203,JJ Starling missed Three Point Jumper.,away,2,0,2,10,False,False,0.710982378,0.548382044,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,JJ Starling,True,False,Syracuse,Boston College,False,False,False,-0.2952866149641546,0.2679025148049227,0.17560964753369257,0.1060509086809473,0.0,0.0,0.49313201218970093,0.5650004366164169,0,1,-1.724501637247622,-1.1070475965171003,1,0,1.507263077186434,0
6,401604158,1/30/24,Boston College,Syracuse,32,1,15:40,2140,2140,Justin Taylor made Layup.,away,4,2,2,24,True,False,0.71097157,0.549838424,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Justin Taylor,False,False,Syracuse,Boston College,False,False,False,-1.6254410216343835,-1.8761933945303022,-2.901166353713931,-1.3729712762889479,0.0,0.0,1.2869745926234595,0.5498772840774462,0,1,-1.7162530888603502,-1.079850845654015,1,0,1.4176248235323945,1
7,401604158,1/30/24,Boston College,Syracuse,41,1,14:36,2076,2076,Maliq Brown made Three Point Jumper. Assisted by Judah Mintz.,away,7,5,2,20,True,False,0.71090098,0.55134979,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Maliq Brown,True,False,Syracuse,Boston College,False,False,False,1.6761165920554562,1.4374093744423178,0.7616622191999068,0.1060509086809473,0.0,0.0,0.49313201218970093,0.5335711515995782,0,1,-1.7093792985376235,-1.079850845654015,1,0,1.3265637404552753,1
8,401604158,1/30/24,Boston College,Syracuse,44,1,14:01,2041,2041,Judah Mintz made Layup.,away,7,7,0,9,True,False,0.66595352,0.5,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Judah Mintz,False,False,Syracuse,Boston College,False,False,False,0.5458454200308799,0.10201501698401534,-0.24222413041351565,0.5990583036709123,0.0,0.0,-0.30071056824405723,0.5995636578052085,0,1,-1.7062860928923966,-1.079850845654015,0,0,1.2767647106474758,1
9,401604158,1/30/24,Boston College,Syracuse,47,1,13:27,2007,2007,Chris Bell made Free Throw.,away,9,8,1,0,True,False,0.688408924,0.526588502,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Chris Bell,False,True,Syracuse,Syracuse,False,False,False,-0.8853817304498011,-1.0788023538684417,0.17560964753369257,-1.3729712762889479,0.0,0.0,-1.0945531486778157,0.5569614340189496,0,0,-1.7062860928923966,-1.079850845654015,1,0,1.228388510262756,1
10,401604158,1/30/24,Boston College,Syracuse,48,1,13:27,2007,2007,Chris Bell made Free Throw.,away,9,9,0,0,True,False,0.66512929,0.5,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Chris Bell,False,True,Syracuse,Boston College,False,False,False,-0.8853817304498011,-1.0788023538684417,0.17560964753369257,-1.3729712762889479,0.0,0.0,-1.0945531486778157,0.5910678440327435,0,1,-1.7062860928923966,-1.05265409479093,0,0,1.228388510262756,1
11,401604158,1/30/24,Boston College,Syracuse,51,1,12:56,1976,1976,JJ Starling missed Layup.,away,9,9,0,12,False,False,0.664356513,0.5,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,JJ Starling,False,False,Syracuse,Syracuse,False,False,False,-0.2952866149641546,0.2679025148049227,0.17560964753369257,0.1060509086809473,0.0,0.0,-1.0945531486778157,0.58310238599355,0,0,-1.7021618186987606,-1.1070475965171003,0,0,1.1842807981472765,0
12,401604158,1/30/24,Boston College,Syracuse,53,1,12:50,1970,1970,JJ Starling made Three Point Jumper. Assisted by Quadir Copeland.,away,9,12,-3,3,True,False,0.588342999,0.419465297,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,JJ Starling,True,False,Syracuse,Boston College,False,False,False,-0.2952866149641546,0.2679025148049227,0.17560964753369257,0.1060509086809473,0.0,0.0,-1.0945531486778157,0.6297048874483846,0,1,-1.7011307501503516,-1.079850845654015,0,0,1.1757438216087965,1
13,401604158,1/30/24,Boston College,Syracuse,56,1,12:08,1928,1928,JJ Starling missed Three Point Jumper.,away,9,12,-3,4,False,False,0.585588993,0.417881786,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,JJ Starling,True,False,Syracuse,Syracuse,False,False,False,-0.2952866149641546,0.2679025148049227,0.17560964753369257,0.1060509086809473,0.0,0.0,-1.0945531486778157,0.6176399207017226,0,0,-1.6997559920858063,-1.079850845654015,0,0,1.115984985839437,0
14,401604158,1/30/24,Boston College,Syracuse,58,1,12:02,1922,1922,Judah Mintz missed Three Point Jumper.,away,9,12,-3,3,False,False,0.585189525,0.41765337,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,Judah Mintz,True,False,Syracuse,Boston College,False,False,False,0.5458454200308799,0.10201501698401534,-0.24222413041351565,0.5990583036709123,0.0,0.0,-1.0945531486778157,0.6158767891275161,0,1,-1.6987249235373973,-1.079850845654015,0,0,1.107448009300957,0
15,401604158,1/30/24,Boston College,Syracuse,63,1,11:36,1896,1896,Maliq Brown made Dunk. Assisted by Quadir Copeland.,away,9,14,-5,11,True,False,0.528125457,0.363363942,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Maliq Brown,False,False,Syracuse,Boston College,False,False,False,1.6761165920554562,1.4374093744423178,0.7616622191999068,0.1060509086809473,0.0,0.0,-1.0945531486778157,0.5872769750881914,0,1,-1.6949443388598977,-1.05265409479093,0,0,1.0704544443008774,1
16,401604158,1/30/24,Boston College,Syracuse,65,1,10:39,1839,1839,JJ Starling made Jumper.,away,11,16,-5,24,True,False,0.522645194,0.359928541,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,JJ Starling,False,False,Syracuse,Boston College,False,False,False,-0.2952866149641546,0.2679025148049227,0.17560964753369257,0.1060509086809473,0.0,0.0,-1.888395729111574,0.5661994036064556,0,1,-1.6866957904726259,-1.05265409479093,0,0,0.9893531671853181,1
17,401604158,1/30/24,Boston College,Syracuse,72,1,9:42,1782,1782,Judah Mintz made Jumper.,away,11,18,-7,8,True,False,0.458027258,0.304240773,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Judah Mintz,False,False,Syracuse,Boston College,False,False,False,0.5458454200308799,0.10201501698401534,-0.24222413041351565,0.5990583036709123,0.0,0.0,-1.888395729111574,0.47415101385501646,1,1,-1.6839462743435354,-1.05265409479093,0,0,0.9082518900697587,1
18,401604158,1/30/24,Boston College,Syracuse,75,1,9:10,1750,1750,Benny Williams missed Layup.,away,11,18,-7,5,False,False,0.453924538,0.301653154,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,Benny Williams,False,False,Syracuse,Syracuse,False,False,False,-2.0317865740885175,1.0475737545631858,-0.3371863526742446,-1.3729712762889479,0.0,0.0,-1.888395729111574,0.4585339944035581,1,0,-1.6822278267628537,-1.1070475965171003,0,0,0.8627213485311991,0
19,401604158,1/30/24,Boston College,Syracuse,77,1,9:05,1745,1745,Maliq Brown missed Layup.,away,11,18,-7,0,False,False,0.453275463,0.301244133,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,Maliq Brown,False,False,Syracuse,Boston College,False,False,False,1.6761165920554562,1.4374093744423178,0.7616622191999068,0.1060509086809473,0.0,0.0,-1.888395729111574,0.45605961943621187,1,1,-1.6822278267628537,-1.05265409479093,0,0,0.8556072014157992,0
20,401604158,1/30/24,Boston College,Syracuse,81,1,8:50,1730,1730,Judah Mintz made Dunk. Assisted by Maliq Brown.,away,11,20,-9,13,True,False,0.392352004,0.251744101,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Judah Mintz,False,False,Syracuse,Boston College,False,False,False,0.5458454200308799,0.10201501698401534,-0.24222413041351565,0.5990583036709123,0.0,0.0,-1.888395729111574,0.33831177182650174,1,1,-1.6777598630530814,-1.025457343927845,0,0,0.8342647600695993,1
